buy_date,buy_price,sell_price,sell_date,returns,holding_period,stock
2018-06-28,73.19,88.26,2018-07-18,20.59,20.0,ADANIENT
2018-09-26,141.1,159.3,2018-10-17,12.9,21.0,ADANIENT
2018-11-27,158.14,142.04,2019-03-06,-10.18,99.0,ADANIENT
2019-04-24,133.41,153.93,2019-05-21,15.38,27.0,ADANIENT
2019-06-19,149.19,155.52,2019-07-05,4.24,16.0,ADANIENT
2019-07-09,138.74,135.02,2019-08-20,-2.68,42.0,ADANIENT
2019-10-10,138.69,154.22,2019-10-16,11.2,6.0,ADANIENT
2020-01-07,201.55,214.92,2020-01-17,6.63,10.0,ADANIENT
2020-03-05,224.87,142.28,2020-04-21,-36.73,47.0,ADANIENT
2020-05-07,131.76,149.25,2020-06-01,13.27,25.0,ADANIENT
2020-07-17,150.5,167.51,2020-07-23,11.3,6.0,ADANIENT
2020-09-23,285.37,309.94,2020-10-05,8.61,12.0,ADANIENT
2021-06-15,1558.7,1452.7,2021-08-04,-6.8,50.0,ADANIENT
2021-08-24,1414.03,1586.93,2021-09-01,12.23,8.0,ADANIENT
2021-09-22,1442.17,1545.23,2021-10-11,7.15,19.0,ADANIENT
2021-10-29,1407.0,1641.75,2021-11-11,16.68,13.0,ADANIENT
2021-12-21,1629.21,1749.21,2022-01-11,7.37,21.0,ADANIENT
2022-01-27,1726.59,1826.87,2022-03-21,5.81,53.0,ADANIENT
2022-05-11,2120.15,2233.73,2022-06-08,5.36,28.0,ADANIENT
2022-10-04,3246.15,3562.1,2022-11-02,9.73,29.0,ADANIENT
2022-12-06,3939.6,4074.53,2022-12-20,3.42,14.0,ADANIENT
2022-12-26,3671.26,1844.73,2023-04-26,-49.75,121.0,ADANIENT
2023-06-20,2447.17,2416.51,2023-07-19,-1.25,29.0,ADANIENT
2023-09-01,2392.9,2456.36,2023-11-29,2.65,89.0,ADANIENT
2014-01-28,399.49,401.93,2014-02-25,0.61,28.0,INDUSINDBK
2014-05-02,483.0,528.35,2014-05-13,9.39,11.0,INDUSINDBK
2014-06-17,535.66,572.08,2014-06-25,6.8,8.0,INDUSINDBK
2014-07-15,543.0,566.25,2014-08-21,4.28,37.0,INDUSINDBK
2014-10-07,598.98,641.28,2014-10-14,7.06,7.0,INDUSINDBK
2015-04-21,853.24,848.74,2015-05-26,-0.53,35.0,INDUSINDBK
2015-06-10,815.05,860.08,2015-06-26,5.52,16.0,INDUSINDBK
2015-08-13,916.41,900.48,2015-09-21,-1.74,39.0,INDUSINDBK
2015-10-30,918.57,935.3,2015-12-01,1.82,32.0,INDUSINDBK
2016-01-13,918.42,911.42,2016-03-08,-0.76,55.0,INDUSINDBK
2016-06-27,1097.26,1140.27,2016-07-11,3.92,14.0,INDUSINDBK
2016-10-28,1183.89,1126.34,2017-01-06,-4.86,70.0,INDUSINDBK
2017-05-19,1412.02,1471.61,2017-05-29,4.22,10.0,INDUSINDBK
2017-06-29,1502.53,1557.17,2017-07-11,3.64,12.0,INDUSINDBK
2017-09-29,1689.4,1731.3,2017-10-16,2.48,17.0,INDUSINDBK
2017-10-26,1616.99,1670.61,2017-11-29,3.32,34.0,INDUSINDBK
2018-01-02,1634.43,1702.44,2018-01-08,4.16,6.0,INDUSINDBK
2018-02-07,1712.52,1726.23,2018-03-13,0.8,34.0,INDUSINDBK
2018-05-25,1883.37,1938.26,2018-06-01,2.91,7.0,INDUSINDBK
2018-07-12,1932.82,1994.97,2018-08-01,3.22,20.0,INDUSINDBK
2018-08-27,1942.21,1550.71,2018-11-21,-20.16,86.0,INDUSINDBK
2019-01-14,1516.54,1567.03,2019-03-13,3.33,58.0,INDUSINDBK
2019-04-24,1675.33,1654.68,2019-06-04,-1.23,41.0,INDUSINDBK
2019-06-20,1386.9,1542.25,2019-07-12,11.2,22.0,INDUSINDBK
2019-07-23,1432.83,1454.69,2019-09-23,1.53,62.0,INDUSINDBK
2019-10-03,1301.47,1368.08,2019-11-04,5.12,32.0,INDUSINDBK
2020-01-16,1412.02,441.78,2020-05-04,-68.71,109.0,INDUSINDBK
2020-05-19,387.03,507.7,2020-06-11,31.18,23.0,INDUSINDBK
2020-08-05,501.7,569.54,2020-08-27,13.52,22.0,INDUSINDBK
2020-09-23,553.75,617.89,2020-10-22,11.58,29.0,INDUSINDBK
2020-12-22,846.91,960.17,2021-01-08,13.37,17.0,INDUSINDBK
2021-01-27,852.24,975.1,2021-02-03,14.42,7.0,INDUSINDBK
2021-03-16,1050.22,960.17,2021-05-19,-8.57,64.0,INDUSINDBK
2021-06-21,981.88,1034.8,2021-07-09,5.39,18.0,INDUSINDBK
2021-07-22,1004.9,1030.82,2021-09-15,2.58,55.0,INDUSINDBK
2021-11-09,1086.4,914.5,2022-01-14,-15.82,66.0,INDUSINDBK
2022-01-25,846.56,962.51,2022-02-03,13.7,9.0,INDUSINDBK
2022-03-08,835.26,970.12,2022-04-04,16.15,27.0,INDUSINDBK
2022-05-09,917.36,915.4,2022-06-06,-0.21,28.0,INDUSINDBK
2022-06-14,868.32,881.57,2022-07-20,1.53,36.0,INDUSINDBK
2022-10-27,1155.75,1170.12,2022-11-23,1.24,27.0,INDUSINDBK
2022-12-26,1155.75,1168.38,2023-03-09,1.09,73.0,INDUSINDBK
2023-03-14,1065.4,1101.86,2023-04-17,3.42,34.0,INDUSINDBK
2023-10-05,1415.74,1461.65,2023-10-23,3.24,18.0,INDUSINDBK
2014-01-21,459.95,465.16,2014-03-03,1.13,41.0,TECHM
2014-03-11,454.41,457.12,2014-04-30,0.6,50.0,TECHM
2014-10-09,602.02,639.32,2014-11-05,6.2,27.0,TECHM
2014-12-11,642.22,670.88,2015-01-12,4.46,32.0,TECHM
2015-02-27,691.68,639.93,2015-05-21,-7.48,83.0,TECHM
2015-05-28,552.75,519.39,2015-07-28,-6.04,61.0,TECHM
2015-08-26,532.65,570.93,2015-09-22,7.19,27.0,TECHM
2015-10-20,547.62,519.94,2015-12-16,-5.05,57.0,TECHM
2015-12-22,526.62,513.42,2016-01-18,-2.51,27.0,TECHM
2016-02-01,507.47,467.5,2016-03-10,-7.88,38.0,TECHM
2016-06-24,515.56,433.82,2016-11-01,-15.85,130.0,TECHM
2017-02-01,454.51,497.5,2017-02-13,9.46,12.0,TECHM
2017-03-14,484.41,442.77,2017-05-15,-8.6,62.0,TECHM
2017-05-24,418.58,389.84,2017-07-18,-6.87,55.0,TECHM
2017-12-06,468.98,499.49,2017-12-12,6.51,6.0,TECHM
2018-06-29,677.27,680.98,2018-08-01,0.55,33.0,TECHM
2018-09-24,743.7,738.84,2018-10-04,-0.65,10.0,TECHM
2018-10-09,698.47,720.38,2018-12-06,3.14,58.0,TECHM
2019-01-07,688.42,728.34,2019-01-25,5.8,18.0,TECHM
2019-03-15,797.97,796.7,2019-04-22,-0.16,38.0,TECHM
2019-05-17,796.96,680.83,2019-08-23,-14.57,98.0,TECHM
2019-12-03,751.79,771.67,2019-12-17,2.64,14.0,TECHM
2020-03-02,745.71,540.88,2020-06-02,-27.47,92.0,TECHM
2020-10-30,810.73,870.62,2020-11-25,7.39,26.0,TECHM
2021-02-01,966.71,993.96,2021-02-22,2.82,21.0,TECHM
2021-03-01,940.13,999.98,2021-03-15,6.37,14.0,TECHM
2021-04-23,971.33,985.1,2021-05-25,1.42,32.0,TECHM
2021-07-08,1054.24,1106.84,2021-07-16,4.99,8.0,TECHM
2021-09-30,1394.94,1536.28,2021-10-20,10.13,20.0,TECHM
2022-01-20,1678.45,1517.38,2022-03-10,-9.6,49.0,TECHM
2022-04-11,1463.23,1019.88,2022-07-21,-30.3,101.0,TECHM
2022-08-30,1053.24,1150.22,2022-09-13,9.21,14.0,TECHM
2022-09-27,1040.12,1087.83,2022-10-27,4.59,30.0,TECHM
2022-12-12,1039.17,1028.83,2023-01-17,-1.0,36.0,TECHM
2023-04-18,1039.97,1064.55,2023-05-16,2.36,28.0,TECHM
2023-07-28,1105.5,1252.46,2023-09-05,13.29,39.0,TECHM
2023-10-05,1220.07,1206.14,2023-11-17,-1.14,43.0,TECHM
2014-02-12,416.97,385.06,2014-03-19,-7.65,35.0,CIPLA
2014-05-08,392.95,388.2,2014-05-19,-1.21,11.0,CIPLA
2014-05-21,391.95,412.68,2014-06-16,5.29,26.0,CIPLA
2014-10-15,581.39,626.65,2014-10-27,7.78,12.0,CIPLA
2015-02-11,643.35,716.4,2015-03-03,11.35,20.0,CIPLA
2015-04-17,682.39,681.43,2015-05-15,-0.14,28.0,CIPLA
2015-06-05,633.05,623.87,2015-07-06,-1.45,31.0,CIPLA
2015-08-25,652.24,684.56,2015-10-08,4.96,44.0,CIPLA
2015-11-06,658.27,536.8,2016-04-27,-18.45,173.0,CIPLA
2016-05-19,526.72,496.31,2016-06-29,-5.77,41.0,CIPLA
2016-10-03,587.62,563.17,2016-12-02,-4.16,60.0,CIPLA
2016-12-26,584.21,580.63,2017-01-09,-0.61,14.0,CIPLA
2017-02-02,577.87,607.3,2017-02-06,5.09,4.0,CIPLA
2017-04-12,577.87,556.21,2017-07-03,-3.75,82.0,CIPLA
2017-08-14,562.8,590.43,2017-08-17,4.91,3.0,CIPLA
2017-09-13,558.78,588.94,2017-09-22,5.4,9.0,CIPLA
2017-12-05,597.97,610.93,2017-12-28,2.17,23.0,CIPLA
2018-01-23,605.51,621.83,2018-01-29,2.7,6.0,CIPLA
2018-02-01,594.86,618.99,2018-02-14,4.06,13.0,CIPLA
2018-03-12,577.93,582.62,2018-04-17,0.81,36.0,CIPLA
2018-05-17,560.69,586.01,2018-06-14,4.52,28.0,CIPLA
2018-10-05,638.48,515.06,2019-02-01,-19.33,119.0,CIPLA
2019-03-25,528.23,543.62,2019-04-11,2.91,17.0,CIPLA
2019-05-14,548.73,559.19,2019-05-22,1.91,8.0,CIPLA
2019-06-20,534.46,557.1,2019-07-15,4.24,25.0,CIPLA
2019-07-23,533.65,459.69,2019-10-27,-13.86,96.0,CIPLA
2019-11-18,465.31,482.57,2019-11-22,3.71,4.0,CIPLA
2020-01-24,467.32,422.88,2020-03-06,-9.51,42.0,CIPLA
2020-03-13,389.94,494.47,2020-04-08,26.81,26.0,CIPLA
2020-05-13,603.0,636.8,2020-05-26,5.61,13.0,CIPLA
2020-09-09,712.7,802.22,2020-09-21,12.56,12.0,CIPLA
2020-10-27,753.75,785.35,2020-12-15,4.19,49.0,CIPLA
2021-02-02,811.03,843.31,2021-02-04,3.98,2.0,CIPLA
2021-02-25,798.97,815.4,2021-04-01,2.06,35.0,CIPLA
2021-07-28,926.21,922.37,2021-09-02,-0.41,36.0,CIPLA
2021-10-07,924.6,938.43,2021-11-16,1.5,40.0,CIPLA
2021-11-23,896.16,969.13,2021-11-29,8.14,6.0,CIPLA
2021-12-17,886.41,932.31,2021-12-30,5.18,13.0,CIPLA
2022-01-20,899.47,943.26,2022-02-01,4.87,12.0,CIPLA
2022-02-25,907.51,977.14,2022-03-10,7.67,13.0,CIPLA
2022-04-20,1006.91,983.96,2022-05-31,-2.28,41.0,CIPLA
2022-06-17,936.86,958.18,2022-07-15,2.28,28.0,CIPLA
2022-11-21,1110.47,884.55,2023-04-05,-20.34,135.0,CIPLA
2023-09-22,1213.44,1235.79,2023-11-09,1.84,48.0,CIPLA
