MAHINDRA,WIPRO,INFOSYS,EXIDE,,,,,,,,,,,,,,,,,,,,,,
660.85,196.43,676.88,262.35,,,,,,,,,,,,,,,,,,,,,,
654.5,196.46,672.6,260.8,,,,,,,,,,,,,,,,,,,,,,
646.65,198.08,642,262.8,,,,,,,,,,,,,,,,,,,,,,
634.9,197.1,642.13,268.1,,,,,,,,,,,,,,,,,,,,,,
643.85,198.71,649.42,273.05,,,,,,,,,,,,,,,,,,,,,,
650.75,202.95,650.7,268.55,,,,,,,,,,,,,,,,,,,,,,
654.4,204.08,660.23,266.65,,,,,,,,,,,,,,,,,,,,,,
647.7,209.59,647.17,264.95,,,,,,,,,,,,,,,,,,,,,,
641.05,210.64,658.7,262.45,,,,,,,,,,,,,,,,,,,,,,
657.3,212.33,666.43,267.3,,,,,,,,,,,,,,,,,,,,,,
646.8,212.93,663.95,263.25,,,,,,,,,,,,,,,,,,,,,,
646.3,213.6,661.28,261.9,,,,,,,,,,,,,,,,,,,,,,
642.2,214.35,658.35,265.85,,,,,,,,,,,,,,,,,,,,,,
659.45,212.25,674.05,269.95,,,,,,,,,,,,,,,,,,,,,,
648.55,207.34,677.98,270.4,,,,,,,,,,,,,,,,,,,,,,
641.5,204.71,688.58,273.6,,,,,,,,,,,,,,,,,,,,,,
631.35,206.03,691.88,273.15,,,,,,,,,,,,,,,,,,,,,,
632.05,203.55,686.63,273.5,,,,,,,,,,,,,,,,,,,,,,
645.1,205.88,686.73,275.35,,,,,,,,,,,,,,,,,,,,,,
655.45,204.86,675.5,279.75,,,,,,,,,,,,,,,,,,,,,,
680.75,207.3,682.55,270.65,,,,,,,,,,,,,,,,,,,,,,
681.1,208.01,677.03,271.4,,,,,,,,,,,,,,,,,,,,,,
669,209.33,676.83,272.95,,,,,,,,,,,,,,,,,,,,,,
662.75,208.5,682.05,277.4,,,,,,,,,,,,,,,,,,,,,,
667.1,207.79,680.33,285.4,,,,,,,,,,,,,,,,,,,,,,
658.75,208.09,683.98,286.25,,,,,,,,,,,,,,,,,,,,,,
653.9,208.88,681.38,283.2,,,,,,,,,,,,,,,,,,,,,,
646.2,209.03,689.98,291.35,,,,,,,,,,,,,,,,,,,,,,
645.95,209.14,692.73,289.15,,,,,,,,,,,,,,,,,,,,,,
659.95,211.39,704.38,292.1,,,,,,,,,,,,,,,,,,,,,,
672.8,213.79,704.15,290.2,,,,,,,,,,,,,,,,,,,,,,
668.65,209.59,714.78,290.65,,,,,,,,,,,,,,,,,,,,,,
687.7,210.04,715.18,295.25,,,,,,,,,,,,,,,,,,,,,,
687.95,213.79,692.13,295.75,,,,,,,,,,,,,,,,,,,,,,
709.4,216.71,691.98,301.25,,,,,,,,,,,,,,,,,,,,,,
726.65,217.31,698.7,292.9,,,,,,,,,,,,,,,,,,,,,,
718.55,219.11,689.15,292.4,,,,,,,,,,,,,,,,,,,,,,
737.95,221.89,707.7,290.05,,,,,,,,,,,,,,,,,,,,,,
736.1,221.7,712.35,290.1,,,,,,,,,,,,,,,,,,,,,,
734.45,222.56,705.05,284.45,,,,,,,,,,,,,,,,,,,,,,
731.9,224.21,708.1,285.1,,,,,,,,,,,,,,,,,,,,,,
765.8,225.94,720.55,282.95,,,,,,,,,,,,,,,,,,,,,,
745.65,231.26,717.13,274.3,,,,,,,,,,,,,,,,,,,,,,
763.9,235.01,737.15,274.65,,,,,,,,,,,,,,,,,,,,,,
766.15,239.14,729.9,274.7,,,,,,,,,,,,,,,,,,,,,,
775.05,240.9,727.15,279.1,,,,,,,,,,,,,,,,,,,,,,
772.2,243.53,732.8,270.4,,,,,,,,,,,,,,,,,,,,,,
766.25,243.75,730.85,267.65,,,,,,,,,,,,,,,,,,,,,,
747.2,242.96,734.3,269.7,,,,,,,,,,,,,,,,,,,,,,
739.8,246.56,742.9,273.5,,,,,,,,,,,,,,,,,,,,,,
760.45,247.65,733.7,270.9,,,,,,,,,,,,,,,,,,,,,,
767.55,247.43,725.95,268.85,,,,,,,,,,,,,,,,,,,,,,
754.7,249.41,719.1,266.05,,,,,,,,,,,,,,,,,,,,,,
769.95,249.53,719.75,268.05,,,,,,,,,,,,,,,,,,,,,,
738.05,251.4,705.3,265.8,,,,,,,,,,,,,,,,,,,,,,
751.45,249.53,718.25,257.35,,,,,,,,,,,,,,,,,,,,,,
758.75,246.23,726.2,273.6,,,,,,,,,,,,,,,,,,,,,,
748.85,239.44,717.85,266.45,,,,,,,,,,,,,,,,,,,,,,
746.05,239.21,724.8,265.45,,,,,,,,,,,,,,,,,,,,,,
745.5,243,730.05,262.85,,,,,,,,,,,,,,,,,,,,,,
759.55,247.61,746.65,259.05,,,,,,,,,,,,,,,,,,,,,,
750.15,245.63,728.5,252.3,,,,,,,,,,,,,,,,,,,,,,
719.85,244.24,707.2,248.65,,,,,,,,,,,,,,,,,,,,,,
714.5,243.98,724.6,249.3,,,,,,,,,,,,,,,,,,,,,,
694.9,238.13,714.45,242.45,,,,,,,,,,,,,,,,,,,,,,
696.1,241.24,717.75,256.7,,,,,,,,,,,,,,,,,,,,,,
699.3,236.96,700.45,251.3,,,,,,,,,,,,,,,,,,,,,,
695.45,234.79,673.35,256.3,,,,,,,,,,,,,,,,,,,,,,
693.8,237.23,678.8,263.3,,,,,,,,,,,,,,,,,,,,,,
694.55,239.96,698.8,264.7,,,,,,,,,,,,,,,,,,,,,,
718.7,239.29,695.25,262.75,,,,,,,,,,,,,,,,,,,,,,
720.5,242.36,705.35,254.4,,,,,,,,,,,,,,,,,,,,,,
690.8,242.36,683.55,254.65,,,,,,,,,,,,,,,,,,,,,,
676.55,241.65,679.95,249.75,,,,,,,,,,,,,,,,,,,,,,
668.25,231.83,657.6,253.6,,,,,,,,,,,,,,,,,,,,,,
667.4,231.6,649.8,255.5,,,,,,,,,,,,,,,,,,,,,,
651.4,238.91,648.75,251.75,,,,,,,,,,,,,,,,,,,,,,
653.3,240.45,633.6,253.75,,,,,,,,,,,,,,,,,,,,,,
664.25,247.13,644.75,261.45,,,,,,,,,,,,,,,,,,,,,,
685.1,245.63,659.6,266.05,,,,,,,,,,,,,,,,,,,,,,
743.9,248.4,686.4,254.6,,,,,,,,,,,,,,,,,,,,,,
720.7,247.24,666.7,253.55,,,,,,,,,,,,,,,,,,,,,,
690.9,238.8,662.25,249.45,,,,,,,,,,,,,,,,,,,,,,
696.35,242.96,663.7,253.1,,,,,,,,,,,,,,,,,,,,,,
694.55,243.68,666.45,256.5,,,,,,,,,,,,,,,,,,,,,,
707.2,243.64,659.5,253.15,,,,,,,,,,,,,,,,,,,,,,
724.55,242.51,664.2,249.55,,,,,,,,,,,,,,,,,,,,,,
728.05,244.61,665.7,251.45,,,,,,,,,,,,,,,,,,,,,,
700.25,243.41,653.2,248.8,,,,,,,,,,,,,,,,,,,,,,
714.9,242.36,656.4,246.35,,,,,,,,,,,,,,,,,,,,,,
728,244.65,650.85,243.6,,,,,,,,,,,,,,,,,,,,,,
732.55,249.64,651.7,238.9,,,,,,,,,,,,,,,,,,,,,,
709.7,240.98,641.4,250.75,,,,,,,,,,,,,,,,,,,,,,
690.65,235.61,619.1,250.75,,,,,,,,,,,,,,,,,,,,,,
690.8,230.33,620.75,253.75,,,,,,,,,,,,,,,,,,,,,,
694.5,238.84,621.45,259.05,,,,,,,,,,,,,,,,,,,,,,
694.15,234.04,638.9,259.3,,,,,,,,,,,,,,,,,,,,,,
697.5,232.73,666.4,257.55,,,,,,,,,,,,,,,,,,,,,,
687.5,236.18,661.05,262.8,,,,,,,,,,,,,,,,,,,,,,
705.95,243.49,667.45,260.35,,,,,,,,,,,,,,,,,,,,,,
712.7,246.19,670.35,257.5,,,,,,,,,,,,,,,,,,,,,,
723.55,251.21,685.25,253.75,,,,,,,,,,,,,,,,,,,,,,
726.85,252.34,681.4,251.3,,,,,,,,,,,,,,,,,,,,,,
696.4,248.74,668.5,249.6,,,,,,,,,,,,,,,,,,,,,,
694.25,249.98,682.8,246.1,,,,,,,,,,,,,,,,,,,,,,
687.9,244.95,669.2,250.9,,,,,,,,,,,,,,,,,,,,,,
695.3,246,674.5,261.25,,,,,,,,,,,,,,,,,,,,,,
705.35,247.54,678.5,256.15,,,,,,,,,,,,,,,,,,,,,,
709.3,253.99,697.75,257.65,,,,,,,,,,,,,,,,,,,,,,
712.2,249.83,706.05,258.25,,,,,,,,,,,,,,,,,,,,,,
719.75,254.7,694.4,258.65,,,,,,,,,,,,,,,,,,,,,,
709,251.29,676.6,269.95,,,,,,,,,,,,,,,,,,,,,,
709.45,255.53,664.85,270.55,,,,,,,,,,,,,,,,,,,,,,
707.75,249.94,667.05,263.5,,,,,,,,,,,,,,,,,,,,,,
695.75,241.58,646.2,257.4,,,,,,,,,,,,,,,,,,,,,,
697.9,245.03,649,261.8,,,,,,,,,,,,,,,,,,,,,,
693.55,244.61,644.05,268.2,,,,,,,,,,,,,,,,,,,,,,
708.9,245.59,656.8,265.45,,,,,,,,,,,,,,,,,,,,,,
714,247.54,656.95,267.95,,,,,,,,,,,,,,,,,,,,,,
723.15,248.14,658.95,267.5,,,,,,,,,,,,,,,,,,,,,,
719.1,244.99,665.05,261.4,,,,,,,,,,,,,,,,,,,,,,
712.05,244.16,669.05,257.5,,,,,,,,,,,,,,,,,,,,,,
691.25,244.13,669.15,258.75,,,,,,,,,,,,,,,,,,,,,,
681.1,243.34,661.05,262.35,,,,,,,,,,,,,,,,,,,,,,
687.5,243.19,671.7,261.45,,,,,,,,,,,,,,,,,,,,,,
689.85,244.16,670.05,259.85,,,,,,,,,,,,,,,,,,,,,,
693.7,246.75,676.1,261.25,,,,,,,,,,,,,,,,,,,,,,
694.55,244.31,679.7,259.8,,,,,,,,,,,,,,,,,,,,,,
699.2,246.53,683.5,251.75,,,,,,,,,,,,,,,,,,,,,,
679.85,234.41,701.9,257.6,,,,,,,,,,,,,,,,,,,,,,
706.25,247.35,726.6,252.65,,,,,,,,,,,,,,,,,,,,,,
699.9,252.41,736.8,250.55,,,,,,,,,,,,,,,,,,,,,,
705.55,251.55,733.35,246.8,,,,,,,,,,,,,,,,,,,,,,
709.15,259.61,730.95,244.05,,,,,,,,,,,,,,,,,,,,,,
713.9,253.35,745,244.6,,,,,,,,,,,,,,,,,,,,,,
714.2,259.88,745.35,241.1,,,,,,,,,,,,,,,,,,,,,,
720.7,263.66,731.65,233.2,,,,,,,,,,,,,,,,,,,,,,
727.75,263.81,732,230.15,,,,,,,,,,,,,,,,,,,,,,
729.05,265.09,730.35,220.4,,,,,,,,,,,,,,,,,,,,,,
735.15,266.36,727.95,217.35,,,,,,,,,,,,,,,,,,,,,,
731.5,269.55,727.9,222.6,,,,,,,,,,,,,,,,,,,,,,
714.6,272.44,725.9,226.9,,,,,,,,,,,,,,,,,,,,,,
731.9,276.9,749.55,227.05,,,,,,,,,,,,,,,,,,,,,,
746.6,278.66,757.05,224.3,,,,,,,,,,,,,,,,,,,,,,
749.15,278.44,755.9,220.15,,,,,,,,,,,,,,,,,,,,,,
751,276.34,754.85,219,,,,,,,,,,,,,,,,,,,,,,
811.35,279.15,763.3,218.25,,,,,,,,,,,,,,,,,,,,,,
805,280.2,764,211.25,,,,,,,,,,,,,,,,,,,,,,
805.55,279.52,760.9,208.65,,,,,,,,,,,,,,,,,,,,,,
809.4,279.79,762.8,209.05,,,,,,,,,,,,,,,,,,,,,,
805.15,281.25,750.45,206.25,,,,,,,,,,,,,,,,,,,,,,
809.7,283.09,754.9,208.7,,,,,,,,,,,,,,,,,,,,,,
805.9,281.33,740.05,206.4,,,,,,,,,,,,,,,,,,,,,,
799.65,282.08,741.95,205.6,,,,,,,,,,,,,,,,,,,,,,
803.45,281.7,741.05,204.95,,,,,,,,,,,,,,,,,,,,,,
791,272.59,724.3,206.4,,,,,,,,,,,,,,,,,,,,,,
812.4,279.15,740.7,214.45,,,,,,,,,,,,,,,,,,,,,,
820.65,280.91,733.45,213.55,,,,,,,,,,,,,,,,,,,,,,
826,284.06,734.95,217.35,,,,,,,,,,,,,,,,,,,,,,
830.65,289.05,754.9,219.2,,,,,,,,,,,,,,,,,,,,,,
833.3,290.74,742.5,220.55,,,,,,,,,,,,,,,,,,,,,,
825.6,280.8,735.25,219.75,,,,,,,,,,,,,,,,,,,,,,
830.15,276.68,734.3,218.35,,,,,,,,,,,,,,,,,,,,,,
831.8,281.77,741.9,223.1,,,,,,,,,,,,,,,,,,,,,,
810,272.7,732.5,225.2,,,,,,,,,,,,,,,,,,,,,,
823.55,277.45,732.5,223.75,,,,,,,,,,,,,,,,,,,,,,
808.25,268.85,722.95,224.45,,,,,,,,,,,,,,,,,,,,,,
811.35,257.7,712.35,226.25,,,,,,,,,,,,,,,,,,,,,,
807.15,259.75,711.25,230.35,,,,,,,,,,,,,,,,,,,,,,
804.7,261.35,706.95,230.5,,,,,,,,,,,,,,,,,,,,,,
789.95,257.9,708.45,229.15,,,,,,,,,,,,,,,,,,,,,,
788.45,256.85,708.35,229.65,,,,,,,,,,,,,,,,,,,,,,
799.3,263.45,718.55,227.95,,,,,,,,,,,,,,,,,,,,,,
788.6,257.6,710.2,227.85,,,,,,,,,,,,,,,,,,,,,,
794.65,257.45,722.25,229.45,,,,,,,,,,,,,,,,,,,,,,
789.85,261.55,738.95,220.9,,,,,,,,,,,,,,,,,,,,,,
788.75,260.55,743.1,216.75,,,,,,,,,,,,,,,,,,,,,,
789.6,256.5,735.25,224.3,,,,,,,,,,,,,,,,,,,,,,
770.75,255,727.75,226.35,,,,,,,,,,,,,,,,,,,,,,
764.95,254.55,729.7,220.9,,,,,,,,,,,,,,,,,,,,,,
771.7,254.75,737.8,218.7,,,,,,,,,,,,,,,,,,,,,,
775.9,254.8,743.85,215.45,,,,,,,,,,,,,,,,,,,,,,
785.5,261.65,755.1,215.05,,,,,,,,,,,,,,,,,,,,,,
792.45,261.65,759.4,209.8,,,,,,,,,,,,,,,,,,,,,,
777.7,261.65,753.3,215.45,,,,,,,,,,,,,,,,,,,,,,
774.5,259.05,747.9,218.75,,,,,,,,,,,,,,,,,,,,,,
777.25,262.1,759.3,217.1,,,,,,,,,,,,,,,,,,,,,,
787.15,263.7,767.25,218.25,,,,,,,,,,,,,,,,,,,,,,
789.5,273.8,760.6,219.9,,,,,,,,,,,,,,,,,,,,,,
790.25,281,752.7,222.85,,,,,,,,,,,,,,,,,,,,,,
780.95,281.3,742.7,220.9,,,,,,,,,,,,,,,,,,,,,,
785.35,283.4,747.75,226.3,,,,,,,,,,,,,,,,,,,,,,
797.2,287.7,727.5,227.25,,,,,,,,,,,,,,,,,,,,,,
798.1,280.9,724.1,221.8,,,,,,,,,,,,,,,,,,,,,,
800.35,284.8,717.05,216.4,,,,,,,,,,,,,,,,,,,,,,
805.35,288.25,721.05,218.4,,,,,,,,,,,,,,,,,,,,,,
804.95,291.1,728.2,217.95,,,,,,,,,,,,,,,,,,,,,,
818.75,293.05,736.45,213.85,,,,,,,,,,,,,,,,,,,,,,
816.5,295.2,728.55,214.55,,,,,,,,,,,,,,,,,,,,,,
823.25,294.8,738,214.15,,,,,,,,,,,,,,,,,,,,,,
836.1,298.55,751.35,212.5,,,,,,,,,,,,,,,,,,,,,,
837,293.65,730.8,216.7,,,,,,,,,,,,,,,,,,,,,,
817.4,290.9,723.6,215.4,,,,,,,,,,,,,,,,,,,,,,
820.15,290.85,718.4,212.65,,,,,,,,,,,,,,,,,,,,,,
814.65,293.85,724.55,208.35,,,,,,,,,,,,,,,,,,,,,,
802.3,290.85,719.35,209.8,,,,,,,,,,,,,,,,,,,,,,
809.65,291.05,721.05,210.2,,,,,,,,,,,,,,,,,,,,,,
808.4,290.35,716.85,207.8,,,,,,,,,,,,,,,,,,,,,,
817.3,289.1,719.7,208.15,,,,,,,,,,,,,,,,,,,,,,
790.05,284.6,713.85,205.75,,,,,,,,,,,,,,,,,,,,,,
790.3,283,716.1,205.35,,,,,,,,,,,,,,,,,,,,,,
789.35,285.35,733.1,207.2,,,,,,,,,,,,,,,,,,,,,,
784.85,286.4,723.9,214.9,,,,,,,,,,,,,,,,,,,,,,
779.35,290.25,722.4,209.1,,,,,,,,,,,,,,,,,,,,,,
773.05,286.9,709.3,208.95,,,,,,,,,,,,,,,,,,,,,,
749.95,283.1,709.75,210.1,,,,,,,,,,,,,,,,,,,,,,
743.3,282.2,701.05,220.15,,,,,,,,,,,,,,,,,,,,,,
735.85,282.9,709.2,216.35,,,,,,,,,,,,,,,,,,,,,,
726.05,280.5,708.1,215.65,,,,,,,,,,,,,,,,,,,,,,
737.15,282.95,728.1,212.7,,,,,,,,,,,,,,,,,,,,,,
738.85,285.7,727.8,214.55,,,,,,,,,,,,,,,,,,,,,,
735,288,733.55,212.95,,,,,,,,,,,,,,,,,,,,,,
760.35,286.4,737.75,214.8,,,,,,,,,,,,,,,,,,,,,,
757.6,291.3,744.65,214.9,,,,,,,,,,,,,,,,,,,,,,
748.3,293.75,735.3,212.4,,,,,,,,,,,,,,,,,,,,,,
738,291.5,735.6,209.95,,,,,,,,,,,,,,,,,,,,,,
750.75,295.05,739.1,210,,,,,,,,,,,,,,,,,,,,,,
768.2,297.1,753.5,213.45,,,,,,,,,,,,,,,,,,,,,,
762.1,297.7,754.9,209.9,,,,,,,,,,,,,,,,,,,,,,
747.95,298,753.8,206.9,,,,,,,,,,,,,,,,,,,,,,
744.1,298.4,742.65,206,,,,,,,,,,,,,,,,,,,,,,
740.25,298.8,740.45,201.05,,,,,,,,,,,,,,,,,,,,,,
736.55,299.15,740.55,200.15,,,,,,,,,,,,,,,,,,,,,,
741.55,298,750.15,196.3,,,,,,,,,,,,,,,,,,,,,,
735.6,294.05,751.9,204.95,,,,,,,,,,,,,,,,,,,,,,
725.55,286.95,754.9,202.4,,,,,,,,,,,,,,,,,,,,,,
740.45,285.85,750.2,199.65,,,,,,,,,,,,,,,,,,,,,,
728.25,283.9,745.5,203.85,,,,,,,,,,,,,,,,,,,,,,
724.35,285.3,748.1,203.35,,,,,,,,,,,,,,,,,,,,,,
718.1,286.15,739.2,204.85,,,,,,,,,,,,,,,,,,,,,,
701.95,282.1,730.55,201.3,,,,,,,,,,,,,,,,,,,,,,
706.6,280.5,732,207.25,,,,,,,,,,,,,,,,,,,,,,
704.65,282,731.3,206.9,,,,,,,,,,,,,,,,,,,,,,
711.65,284.25,740,207.7,,,,,,,,,,,,,,,,,,,,,,
701.1,282.85,731.3,206.5,,,,,,,,,,,,,,,,,,,,,,
700.6,283.85,733.8,202.75,,,,,,,,,,,,,,,,,,,,,,
681.1,271.85,718,199.15,,,,,,,,,,,,,,,,,,,,,,
680.35,266.9,717.6,199.8,,,,,,,,,,,,,,,,,,,,,,
675.9,265.5,715.5,199.25,,,,,,,,,,,,,,,,,,,,,,
674.85,266.95,717.25,202.7,,,,,,,,,,,,,,,,,,,,,,
665.7,267.75,721.5,205.3,,,,,,,,,,,,,,,,,,,,,,
665.8,258.95,726.75,204.05,,,,,,,,,,,,,,,,,,,,,,
677.9,259.9,779.35,205.85,,,,,,,,,,,,,,,,,,,,,,
675.95,260,784.85,205.2,,,,,,,,,,,,,,,,,,,,,,
690.8,259.6,794.15,201.45,,,,,,,,,,,,,,,,,,,,,,
687.2,269.1,792.7,188.35,,,,,,,,,,,,,,,,,,,,,,
675.05,264.7,785.4,191.65,,,,,,,,,,,,,,,,,,,,,,
671.95,264.8,784.4,189.1,,,,,,,,,,,,,,,,,,,,,,
671.2,264.5,790.05,183.85,,,,,,,,,,,,,,,,,,,,,,
660.45,264.2,786.3,181.4,,,,,,,,,,,,,,,,,,,,,,
652.5,262.25,794.5,184.6,,,,,,,,,,,,,,,,,,,,,,
643.5,263.6,787,182,,,,,,,,,,,,,,,,,,,,,,
646.3,262.4,791.45,181,,,,,,,,,,,,,,,,,,,,,,
640.25,262.3,792.7,183.25,,,,,,,,,,,,,,,,,,,,,,
636.25,265.3,793.65,182.25,,,,,,,,,,,,,,,,,,,,,,
625.65,270.4,768.85,180.8,,,,,,,,,,,,,,,,,,,,,,
636.15,263.65,775.6,179.1,,,,,,,,,,,,,,,,,,,,,,
648.05,262,776.7,179.15,,,,,,,,,,,,,,,,,,,,,,
670.6,258.9,774.45,177.7,,,,,,,,,,,,,,,,,,,,,,
674.45,262.55,776.1,180.35,,,,,,,,,,,,,,,,,,,,,,
680.2,265.75,788.75,180.1,,,,,,,,,,,,,,,,,,,,,,
663.35,263.5,789.85,177.6,,,,,,,,,,,,,,,,,,,,,,
639.15,258.5,764.75,180.7,,,,,,,,,,,,,,,,,,,,,,
659.1,251.05,774.8,178.75,,,,,,,,,,,,,,,,,,,,,,
659,249.2,774.55,178.95,,,,,,,,,,,,,,,,,,,,,,
670.35,252.1,777.65,178.4,,,,,,,,,,,,,,,,,,,,,,
668.9,253.3,792.75,175.3,,,,,,,,,,,,,,,,,,,,,,
672.8,252.4,799.45,170.6,,,,,,,,,,,,,,,,,,,,,,
682.75,252.05,795.7,177,,,,,,,,,,,,,,,,,,,,,,
683.85,251.4,802.2,179.85,,,,,,,,,,,,,,,,,,,,,,
691.15,249.1,802.55,182.85,,,,,,,,,,,,,,,,,,,,,,
676.35,250.1,784.65,178.4,,,,,,,,,,,,,,,,,,,,,,
690.2,249.25,802.5,176.8,,,,,,,,,,,,,,,,,,,,,,
691.15,248.8,806.95,178.55,,,,,,,,,,,,,,,,,,,,,,
693.65,254.4,814.9,175.7,,,,,,,,,,,,,,,,,,,,,,
704.5,253.65,814.25,173.1,,,,,,,,,,,,,,,,,,,,,,
703.25,256.05,821.3,178.1,,,,,,,,,,,,,,,,,,,,,,
695.45,255.6,834.05,180.15,,,,,,,,,,,,,,,,,,,,,,
721.75,252,840.15,181.3,,,,,,,,,,,,,,,,,,,,,,
712.9,255.6,829.1,183.2,,,,,,,,,,,,,,,,,,,,,,
703.7,248.15,820.1,184.25,,,,,,,,,,,,,,,,,,,,,,
705.55,244.55,816.4,181.9,,,,,,,,,,,,,,,,,,,,,,
709.5,245.35,829.3,180.55,,,,,,,,,,,,,,,,,,,,,,
719.45,247.1,827.7,174.95,,,,,,,,,,,,,,,,,,,,,,
705.95,244.15,831.25,174.2,,,,,,,,,,,,,,,,,,,,,,
716.75,244.3,829.85,168.95,,,,,,,,,,,,,,,,,,,,,,
703.35,241.5,820.7,181.6,,,,,,,,,,,,,,,,,,,,,,
700.85,245.95,805,198.25,,,,,,,,,,,,,,,,,,,,,,
682.8,239.35,764.35,197.25,,,,,,,,,,,,,,,,,,,,,,
703.85,240.7,794.05,189.95,,,,,,,,,,,,,,,,,,,,,,
705.9,238.8,792.65,195.6,,,,,,,,,,,,,,,,,,,,,,
713.7,237.1,782.55,194.15,,,,,,,,,,,,,,,,,,,,,,
704.3,236.6,782.2,195.2,,,,,,,,,,,,,,,,,,,,,,
714.5,239.8,805.65,193.1,,,,,,,,,,,,,,,,,,,,,,
704.95,233.5,793.55,196.25,,,,,,,,,,,,,,,,,,,,,,
702.5,235.85,785.6,190.05,,,,,,,,,,,,,,,,,,,,,,
708.15,237.7,793.45,186.2,,,,,,,,,,,,,,,,,,,,,,
704.8,237.05,789.55,190.8,,,,,,,,,,,,,,,,,,,,,,
711.05,237.75,783.65,184.05,,,,,,,,,,,,,,,,,,,,,,
711.3,239.2,783.05,183.45,,,,,,,,,,,,,,,,,,,,,,
721.45,239.45,814.8,184.65,,,,,,,,,,,,,,,,,,,,,,
720.75,243.45,786.1,187.45,,,,,,,,,,,,,,,,,,,,,,
720.5,243.65,768.3,182.85,,,,,,,,,,,,,,,,,,,,,,
727.7,248.9,771.45,177.75,,,,,,,,,,,,,,,,,,,,,,
724.35,247.85,769.5,183,,,,,,,,,,,,,,,,,,,,,,
734.2,248.9,767.85,180.2,,,,,,,,,,,,,,,,,,,,,,
717.65,253.55,643.55,179.65,,,,,,,,,,,,,,,,,,,,,,
726.6,254.35,650.6,175.85,,,,,,,,,,,,,,,,,,,,,,
726.35,249.6,635.35,176.6,,,,,,,,,,,,,,,,,,,,,,
720.95,253,637.45,177.25,,,,,,,,,,,,,,,,,,,,,,
735,253.9,649.95,183.3,,,,,,,,,,,,,,,,,,,,,,
754.75,255.2,650.65,181.5,,,,,,,,,,,,,,,,,,,,,,
754.4,254.75,660.6,193.1,,,,,,,,,,,,,,,,,,,,,,
739,259.3,685.6,195.5,,,,,,,,,,,,,,,,,,,,,,
760.45,258.6,687.9,187.5,,,,,,,,,,,,,,,,,,,,,,
769.5,256.6,709,188.7,,,,,,,,,,,,,,,,,,,,,,
773.25,258.5,696.1,186.45,,,,,,,,,,,,,,,,,,,,,,
771.9,256.85,712.3,188.7,,,,,,,,,,,,,,,,,,,,,,
769.7,259.65,720.1,186.55,,,,,,,,,,,,,,,,,,,,,,
771.35,256.4,708.15,190.6,,,,,,,,,,,,,,,,,,,,,,
770.4,256.45,704.4,187.35,,,,,,,,,,,,,,,,,,,,,,
757.05,253.1,691.35,190.7,,,,,,,,,,,,,,,,,,,,,,
758.35,252.75,705.3,190.2,,,,,,,,,,,,,,,,,,,,,,
751.95,252.55,703.9,189.8,,,,,,,,,,,,,,,,,,,,,,
751.8,249.45,705.2,190.05,,,,,,,,,,,,,,,,,,,,,,
763.15,250.4,712.85,188.7,,,,,,,,,,,,,,,,,,,,,,
771.4,248.9,713,187.75,,,,,,,,,,,,,,,,,,,,,,
765.15,247.55,713.25,193.1,,,,,,,,,,,,,,,,,,,,,,
754.2,243.1,693.2,197.75,,,,,,,,,,,,,,,,,,,,,,
763.55,243,698.1,193.45,,,,,,,,,,,,,,,,,,,,,,
763.6,237.55,690.6,192.2,,,,,,,,,,,,,,,,,,,,,,
767.55,240.05,695.75,194.2,,,,,,,,,,,,,,,,,,,,,,
766.25,239.8,701.85,195.05,,,,,,,,,,,,,,,,,,,,,,
761.45,237.7,696.35,193.5,,,,,,,,,,,,,,,,,,,,,,
748.45,238.6,695.8,191.7,,,,,,,,,,,,,,,,,,,,,,
746.25,236.8,698.35,187.9,,,,,,,,,,,,,,,,,,,,,,
758.8,242.2,708.85,187,,,,,,,,,,,,,,,,,,,,,,
764.9,243.7,714.85,182.4,,,,,,,,,,,,,,,,,,,,,,
757.5,241,715.1,181.6,,,,,,,,,,,,,,,,,,,,,,
750.35,240.4,717.25,177.95,,,,,,,,,,,,,,,,,,,,,,
744.95,238.15,714.55,180.1,,,,,,,,,,,,,,,,,,,,,,
757.95,240.05,721.05,184.25,,,,,,,,,,,,,,,,,,,,,,
756.45,239.45,702.1,185.8,,,,,,,,,,,,,,,,,,,,,,
761.85,243.85,711.3,184,,,,,,,,,,,,,,,,,,,,,,
773.3,243.15,714,184.6,,,,,,,,,,,,,,,,,,,,,,
777.35,244.75,729.7,183.2,,,,,,,,,,,,,,,,,,,,,,
786.65,248.3,732.45,181.05,,,,,,,,,,,,,,,,,,,,,,
782.75,249.2,730.85,177.95,,,,,,,,,,,,,,,,,,,,,,
783.35,251.8,731.55,178.4,,,,,,,,,,,,,,,,,,,,,,
775.95,253.85,736,176.65,,,,,,,,,,,,,,,,,,,,,,
772.05,252.25,733.4,178.05,,,,,,,,,,,,,,,,,,,,,,
770.4,250.3,728.95,184.5,,,,,,,,,,,,,,,,,,,,,,
780.2,247.55,736.95,185.25,,,,,,,,,,,,,,,,,,,,,,
782.7,248.95,732.9,186.5,,,,,,,,,,,,,,,,,,,,,,
762.3,245.8,731.15,186,,,,,,,,,,,,,,,,,,,,,,
762.1,247.7,736.85,189.1,,,,,,,,,,,,,,,,,,,,,,
766.05,248.3,734.7,184.1,,,,,,,,,,,,,,,,,,,,,,
775.1,251.1,746,181.65,,,,,,,,,,,,,,,,,,,,,,
770.4,252.15,738.85,182.65,,,,,,,,,,,,,,,,,,,,,,
777.1,255.2,727.9,180.65,,,,,,,,,,,,,,,,,,,,,,
